string_interactions
#node1,node2,node1_string_id,node2_string_id,neighborhood_on_chromosome,gene_fusion,phylogenetic_cooccurrence,homology,coexpression,experimentally_determined_interaction,database_annotated,automated_textmining,combined_score
IFNGR1,CSF3,9606.ENSP00000356713,9606.ENSP00000225474,0,0,0,0,0,0,0.650,0.429,0.791
IFNGR1,NFKB1,9606.ENSP00000356713,9606.ENSP00000226574,0,0,0,0,0.126,0.096,0,0.370,0.458
IFNGR1,IL2,9606.ENSP00000356713,9606.ENSP00000226730,0,0,0,0,0,0,0.650,0.626,0.863
IFNGR1,IL10RA,9606.ENSP00000356713,9606.ENSP00000227752,0,0,0,0,0.141,0,0,0.751,0.777
IFNGR1,IL23A,9606.ENSP00000356713,9606.ENSP00000228534,0,0,0,0,0,0,0.650,0.193,0.705
IFNGR1,IFNG,9606.ENSP00000356713,9606.ENSP00000229135,0,0,0.284,0,0,0.985,0.900,0.998,0.999
IFNGR1,IL12B,9606.ENSP00000356713,9606.ENSP00000231228,0,0,0.281,0,0,0,0.650,0.517,0.867
IFNGR1,IL4,9606.ENSP00000356713,9606.ENSP00000231449,0,0,0,0,0,0,0.650,0.705,0.892
IFNGR1,IL5,9606.ENSP00000356713,9606.ENSP00000231454,0,0,0,0,0,0,0.650,0.556,0.838
IFNGR1,IFNA7,9606.ENSP00000356713,9606.ENSP00000239347,0,0,0,0,0.074,0,0.650,0.520,0.830
IFNGR1,LIF,9606.ENSP00000356713,9606.ENSP00000249075,0,0,0,0,0,0,0.650,0.171,0.697
IFNGR1,EPO,9606.ENSP00000356713,9606.ENSP00000252723,0,0,0,0,0,0,0.650,0.154,0.691
IFNGR1,PDGFRA,9606.ENSP00000356713,9606.ENSP00000257290,0,0,0,0,0.072,0,0,0.464,0.481
IFNGR1,IL12RB2,9606.ENSP00000356713,9606.ENSP00000262345,0,0,0,0,0,0,0,0.724,0.724
IFNGR1,PIK3R3,9606.ENSP00000356713,9606.ENSP00000262741,0,0,0,0,0,0,0.900,0.097,0.905
IFNGR1,IL27RA,9606.ENSP00000356713,9606.ENSP00000263379,0,0,0,0,0,0,0,0.668,0.668
IFNGR1,IL7,9606.ENSP00000356713,9606.ENSP00000263851,0,0,0,0,0.100,0,0.650,0.468,0.817
IFNGR1,PIK3CA,9606.ENSP00000356713,9606.ENSP00000263967,0,0,0,0,0.058,0,0.900,0.161,0.914
IFNGR1,IL11,9606.ENSP00000356713,9606.ENSP00000264563,0,0,0,0,0,0,0.650,0.179,0.700
IFNGR1,STAT3,9606.ENSP00000356713,9606.ENSP00000264657,0,0,0,0,0.096,0.046,0,0.821,0.832
IFNGR1,EGF,9606.ENSP00000356713,9606.ENSP00000265171,0,0,0,0,0,0,0.650,0.213,0.712
IFNGR1,IFNAR1,9606.ENSP00000356713,9606.ENSP00000270139,0,0,0,0,0.161,0.429,0.900,0.863,0.992
IFNGR1,IL22RA1,9606.ENSP00000356713,9606.ENSP00000270800,0,0,0,0,0,0,0,0.677,0.677
IFNGR1,IL9,9606.ENSP00000356713,9606.ENSP00000274520,0,0,0,0,0,0,0.650,0.231,0.719
IFNGR1,EGFR,9606.ENSP00000356713,9606.ENSP00000275493,0,0,0,0,0,0,0,0.504,0.504
IFNGR1,IFNA1,9606.ENSP00000356713,9606.ENSP00000276927,0,0,0,0,0.074,0,0.650,0.897,0.963
IFNGR1,IFNK,9606.ENSP00000356713,9606.ENSP00000276943,0,0,0,0,0.074,0,0.650,0.480,0.816
IFNGR1,CTF1,9606.ENSP00000356713,9606.ENSP00000279804,0,0,0,0,0,0,0.650,0.088,0.667
IFNGR1,IL10RB,9606.ENSP00000356713,9606.ENSP00000290200,0,0,0,0,0.128,0,0,0.806,0.823
IFNGR1,STAT5B,9606.ENSP00000356713,9606.ENSP00000293328,0,0,0,0,0.108,0.045,0,0.592,0.622
IFNGR1,IL15,9606.ENSP00000356713,9606.ENSP00000296545,0,0,0,0,0.111,0,0.650,0.377,0.789
IFNGR1,IL3,9606.ENSP00000356713,9606.ENSP00000296870,0,0,0,0,0,0,0.650,0.257,0.728
IFNGR1,CSF2,9606.ENSP00000356713,9606.ENSP00000296871,0,0,0,0,0,0,0.650,0.406,0.783
IFNGR1,IL22RA2,9606.ENSP00000356713,9606.ENSP00000296980,0,0.021,0,0,0.049,0,0,0.566,0.569
IFNGR1,STAT6,9606.ENSP00000356713,9606.ENSP00000300134,0,0,0,0,0.087,0.045,0,0.639,0.657
IFNGR1,PRL,9606.ENSP00000356713,9606.ENSP00000302150,0,0,0,0,0,0,0.650,0.089,0.667
IFNGR1,IL17D,9606.ENSP00000356713,9606.ENSP00000302924,0,0,0,0,0,0,0.650,0.092,0.668
IFNGR1,IL12A,9606.ENSP00000356713,9606.ENSP00000303231,0,0,0,0,0,0,0.650,0.204,0.709
IFNGR1,IL13,9606.ENSP00000356713,9606.ENSP00000304915,0,0,0,0,0,0,0.650,0.585,0.848
IFNGR1,FOS,9606.ENSP00000356713,9606.ENSP00000306245,0,0,0,0,0.073,0.422,0,0.242,0.558
IFNGR1,IL6ST,9606.ENSP00000356713,9606.ENSP00000370698,0,0,0,0,0.056,0,0,0.619,0.624
IFNGR1,JAK1,9606.ENSP00000356713,9606.ENSP00000499900,0,0,0,0,0.151,0.634,0.900,0.997,0.999
IFNK,IL2RB,9606.ENSP00000276943,9606.ENSP00000216223,0,0,0,0,0,0,0.650,0,0.650
IFNK,EPOR,9606.ENSP00000276943,9606.ENSP00000222139,0,0,0,0,0,0,0.650,0,0.650
IFNK,IL10RA,9606.ENSP00000276943,9606.ENSP00000227752,0,0,0,0,0,0,0.650,0.091,0.668
IFNK,IFNG,9606.ENSP00000276943,9606.ENSP00000229135,0,0,0,0,0.108,0,0,0.509,0.543
IFNK,IL9R,9606.ENSP00000276943,9606.ENSP00000244174,0,0,0,0,0,0,0.650,0,0.650
IFNK,PDGFRA,9606.ENSP00000276943,9606.ENSP00000257290,0,0,0,0,0.054,0,0.650,0,0.654
IFNK,PDGFRB,9606.ENSP00000276943,9606.ENSP00000261799,0,0,0,0,0.054,0,0.650,0.065,0.663
IFNK,IL12RB2,9606.ENSP00000276943,9606.ENSP00000262345,0,0,0,0,0,0,0.650,0.108,0.674
IFNK,IL27RA,9606.ENSP00000276943,9606.ENSP00000263379,0,0,0,0,0,0,0.650,0,0.650
IFNK,IFNAR1,9606.ENSP00000276943,9606.ENSP00000270139,0,0,0,0,0.058,0.091,0.900,0.970,0.997
IFNK,IL22RA1,9606.ENSP00000276943,9606.ENSP00000270800,0,0,0,0,0,0,0.650,0.149,0.689
IFNK,OSMR,9606.ENSP00000276943,9606.ENSP00000274276,0,0,0,0,0,0,0.650,0.060,0.656
IFNK,EGFR,9606.ENSP00000276943,9606.ENSP00000275493,0,0,0,0,0,0,0.650,0.151,0.690
IFNK,IFNA1,9606.ENSP00000276943,9606.ENSP00000276927,0,0,0.133,0.725,0.054,0,0,0.851,0.867
IFNK,JAK1,9606.ENSP00000276943,9606.ENSP00000499900,0,0,0,0,0,0,0,0.510,0.510
IFNK,IL6ST,9606.ENSP00000276943,9606.ENSP00000370698,0,0,0,0,0,0,0.650,0,0.650
IFNK,IL22RA2,9606.ENSP00000276943,9606.ENSP00000296980,0,0,0,0,0.062,0,0.650,0.060,0.664
IFNK,IL5RA,9606.ENSP00000276943,9606.ENSP00000412209,0,0,0,0,0.086,0,0.650,0,0.666
IFNK,IL20RA,9606.ENSP00000276943,9606.ENSP00000314976,0,0,0,0,0,0,0.650,0.108,0.674
IFNK,IFNGR1,9606.ENSP00000276943,9606.ENSP00000356713,0,0,0,0,0.074,0,0.650,0.480,0.816
IFNK,IL10RB,9606.ENSP00000276943,9606.ENSP00000290200,0,0,0,0,0.058,0.091,0.650,0.473,0.821
IL10RA,TNFRSF1A,9606.ENSP00000227752,9606.ENSP00000162749,0,0,0,0,0.058,0,0,0.616,0.622
IL10RA,OSM,9606.ENSP00000227752,9606.ENSP00000215781,0,0,0,0,0.203,0,0.650,0.221,0.763
IL10RA,IL2RB,9606.ENSP00000227752,9606.ENSP00000216223,0,0,0,0,0.352,0,0,0.644,0.759
IL10RA,CSF3,9606.ENSP00000227752,9606.ENSP00000225474,0,0,0,0,0.042,0,0.650,0.295,0.742
IL10RA,NFKB1,9606.ENSP00000227752,9606.ENSP00000226574,0,0,0,0,0.156,0.218,0,0.358,0.539
IL10RA,IL2,9606.ENSP00000227752,9606.ENSP00000226730,0,0,0,0,0.044,0,0.650,0.507,0.820
IL10RA,IL12RB2,9606.ENSP00000227752,9606.ENSP00000262345,0,0,0,0,0.049,0,0,0.399,0.404
IL10RA,IL27RA,9606.ENSP00000227752,9606.ENSP00000263379,0,0,0,0,0.083,0,0,0.398,0.424
IL10RA,STAT6,9606.ENSP00000227752,9606.ENSP00000300134,0,0,0,0,0.125,0.074,0,0.380,0.453
IL10RA,IFNAR1,9606.ENSP00000227752,9606.ENSP00000270139,0,0,0.209,0,0.085,0,0,0.415,0.540
IL10RA,IL5RA,9606.ENSP00000227752,9606.ENSP00000412209,0,0,0,0,0.047,0,0,0.591,0.594
IL10RA,IL20RA,9606.ENSP00000227752,9606.ENSP00000314976,0,0,0,0.559,0,0,0,0.594,0.594
IL10RA,IL6ST,9606.ENSP00000227752,9606.ENSP00000370698,0,0,0,0,0.042,0,0,0.608,0.608
IL10RA,PRL,9606.ENSP00000227752,9606.ENSP00000302150,0,0,0,0,0,0,0.650,0,0.650
IL10RA,EPO,9606.ENSP00000227752,9606.ENSP00000252723,0,0,0,0,0,0,0.650,0.091,0.668
IL10RA,IFNK,9606.ENSP00000227752,9606.ENSP00000276943,0,0,0,0,0,0,0.650,0.091,0.668
IL10RA,IFNA7,9606.ENSP00000227752,9606.ENSP00000239347,0,0,0,0,0,0,0.650,0.113,0.676
IL10RA,IL12A,9606.ENSP00000227752,9606.ENSP00000303231,0,0,0,0,0,0,0.650,0.117,0.677
IL10RA,IL22RA2,9606.ENSP00000227752,9606.ENSP00000296980,0,0,0,0,0.092,0,0,0.660,0.678
IL10RA,CTF1,9606.ENSP00000227752,9606.ENSP00000279804,0,0,0,0,0,0,0.650,0.125,0.680
IL10RA,LIF,9606.ENSP00000227752,9606.ENSP00000249075,0,0,0,0,0,0,0.650,0.147,0.688
IL10RA,IL17D,9606.ENSP00000227752,9606.ENSP00000302924,0,0,0,0,0,0,0.650,0.167,0.695
IL10RA,IL12B,9606.ENSP00000227752,9606.ENSP00000231228,0,0,0,0,0.047,0,0.650,0.170,0.699
IL10RA,EGF,9606.ENSP00000227752,9606.ENSP00000265171,0,0,0,0,0,0,0.650,0.179,0.700
IL10RA,CSF1R,9606.ENSP00000227752,9606.ENSP00000286301,0,0,0,0,0.413,0,0,0.533,0.714
IL10RA,IL11,9606.ENSP00000227752,9606.ENSP00000264563,0,0,0,0,0,0,0.650,0.290,0.740
IL10RA,IL3,9606.ENSP00000227752,9606.ENSP00000296870,0,0,0,0,0,0,0.650,0.307,0.747
IL10RA,IL9,9606.ENSP00000227752,9606.ENSP00000274520,0,0,0,0,0,0,0.650,0.315,0.750
IL10RA,STAT5B,9606.ENSP00000227752,9606.ENSP00000293328,0,0,0,0,0.086,0.074,0,0.747,0.767
IL10RA,IFNGR1,9606.ENSP00000227752,9606.ENSP00000356713,0,0,0,0,0.141,0,0,0.751,0.777
IL10RA,IL23A,9606.ENSP00000227752,9606.ENSP00000228534,0,0,0.200,0,0.072,0,0.650,0.274,0.786
IL10RA,IFNA1,9606.ENSP00000227752,9606.ENSP00000276927,0,0,0,0,0,0,0.650,0.419,0.787
IL10RA,CSF2,9606.ENSP00000227752,9606.ENSP00000296871,0,0,0,0,0,0,0.650,0.445,0.797
IL10RA,IL5,9606.ENSP00000227752,9606.ENSP00000231454,0,0,0,0,0,0,0.650,0.604,0.855
IL10RA,IL7,9606.ENSP00000227752,9606.ENSP00000263851,0,0,0,0,0.104,0,0.650,0.585,0.858
IL10RA,IL15,9606.ENSP00000227752,9606.ENSP00000296545,0,0,0,0,0.139,0,0.650,0.613,0.873
IL10RA,IL13,9606.ENSP00000227752,9606.ENSP00000304915,0,0,0,0,0,0,0.650,0.681,0.883
IL10RA,IFNG,9606.ENSP00000227752,9606.ENSP00000229135,0,0,0,0,0.086,0,0.650,0.748,0.912
IL10RA,IL4,9606.ENSP00000227752,9606.ENSP00000231449,0,0,0,0,0,0,0.650,0.802,0.927
IL10RA,IL22RA1,9606.ENSP00000227752,9606.ENSP00000270800,0,0,0.225,0,0,0,0,0.971,0.976
IL10RA,STAT3,9606.ENSP00000227752,9606.ENSP00000264657,0,0,0,0,0.062,0.095,0.500,0.967,0.984
IL10RA,IL10RB,9606.ENSP00000227752,9606.ENSP00000290200,0,0,0,0,0.129,0.926,0.900,0.999,0.999
IL10RA,JAK1,9606.ENSP00000227752,9606.ENSP00000499900,0,0,0,0,0.106,0.948,0.900,0.987,0.999
IL10RB,TNFRSF1A,9606.ENSP00000290200,9606.ENSP00000162749,0,0,0,0,0.160,0.190,0,0.348,0.517
IL10RB,OSM,9606.ENSP00000290200,9606.ENSP00000215781,0,0,0,0,0.049,0,0.650,0.199,0.710
IL10RB,CSF3,9606.ENSP00000290200,9606.ENSP00000225474,0,0,0,0,0,0,0.650,0.257,0.728
IL10RB,IL2,9606.ENSP00000290200,9606.ENSP00000226730,0,0,0,0,0,0,0.650,0.586,0.848
IL10RB,IL10RA,9606.ENSP00000290200,9606.ENSP00000227752,0,0,0,0,0.129,0.926,0.900,0.999,0.999
IL10RB,IL23A,9606.ENSP00000290200,9606.ENSP00000228534,0,0,0,0,0,0,0.650,0.265,0.731
IL10RB,IFNG,9606.ENSP00000290200,9606.ENSP00000229135,0,0,0,0,0,0,0.650,0.553,0.837
IL10RB,IL12B,9606.ENSP00000290200,9606.ENSP00000231228,0,0,0,0,0.065,0,0.650,0.159,0.700
IL10RB,IL4,9606.ENSP00000290200,9606.ENSP00000231449,0,0,0,0,0,0,0.650,0.569,0.842
IL10RB,IL5,9606.ENSP00000290200,9606.ENSP00000231454,0,0,0,0,0.060,0,0.650,0.328,0.759
IL10RB,IFNA7,9606.ENSP00000290200,9606.ENSP00000239347,0,0,0,0,0.058,0.091,0.650,0.139,0.707
IL10RB,LIF,9606.ENSP00000290200,9606.ENSP00000249075,0,0,0,0,0,0,0.650,0.153,0.691
IL10RB,EPO,9606.ENSP00000290200,9606.ENSP00000252723,0,0,0,0,0,0,0.650,0.060,0.656
IL10RB,IL12RB2,9606.ENSP00000290200,9606.ENSP00000262345,0,0,0,0,0,0,0,0.577,0.577
IL10RB,IL7,9606.ENSP00000290200,9606.ENSP00000263851,0,0,0,0,0.068,0,0.650,0.496,0.821
IL10RB,IL11,9606.ENSP00000290200,9606.ENSP00000264563,0,0,0,0,0,0,0.650,0.311,0.748
IL10RB,STAT3,9606.ENSP00000290200,9606.ENSP00000264657,0,0,0,0,0.093,0.045,0.500,0.864,0.933
IL10RB,EGF,9606.ENSP00000290200,9606.ENSP00000265171,0,0,0,0,0,0,0.650,0.125,0.680
IL10RB,IFNAR1,9606.ENSP00000290200,9606.ENSP00000270139,0,0,0,0.652,0.178,0,0,0.395,0.482
IL10RB,IL22RA1,9606.ENSP00000290200,9606.ENSP00000270800,0,0,0,0,0,0.561,0.800,0.999,0.999
IL10RB,IL9,9606.ENSP00000290200,9606.ENSP00000274520,0,0,0,0,0,0,0.650,0.546,0.834
IL10RB,IFNA1,9606.ENSP00000290200,9606.ENSP00000276927,0,0,0,0,0.058,0.091,0.650,0.727,0.907
IL10RB,IFNK,9606.ENSP00000290200,9606.ENSP00000276943,0,0,0,0,0.058,0.091,0.650,0.473,0.821
IL10RB,CTF1,9606.ENSP00000290200,9606.ENSP00000279804,0,0,0,0,0,0,0.650,0.149,0.689
IL10RB,IL5RA,9606.ENSP00000290200,9606.ENSP00000412209,0,0,0,0,0.069,0,0,0.510,0.525
IL10RB,PRL,9606.ENSP00000290200,9606.ENSP00000302150,0,0,0,0,0,0,0.650,0,0.650
IL10RB,IL12A,9606.ENSP00000290200,9606.ENSP00000303231,0,0,0,0,0,0,0.650,0.073,0.661
IL10RB,STAT5B,9606.ENSP00000290200,9606.ENSP00000293328,0,0,0,0,0.089,0,0.500,0.410,0.708
IL10RB,IL17D,9606.ENSP00000290200,9606.ENSP00000302924,0,0,0,0,0,0,0.650,0.246,0.724
IL10RB,CSF2,9606.ENSP00000290200,9606.ENSP00000296871,0,0,0,0,0,0,0.650,0.323,0.752
IL10RB,IL13,9606.ENSP00000290200,9606.ENSP00000304915,0,0,0,0,0,0,0.650,0.357,0.765
IL10RB,IL3,9606.ENSP00000290200,9606.ENSP00000296870,0,0,0,0,0,0,0.650,0.456,0.801
IL10RB,IFNGR1,9606.ENSP00000290200,9606.ENSP00000356713,0,0,0,0,0.128,0,0,0.806,0.823
IL10RB,IL15,9606.ENSP00000290200,9606.ENSP00000296545,0,0,0,0,0.145,0,0.650,0.548,0.852
IL10RB,IL22RA2,9606.ENSP00000290200,9606.ENSP00000296980,0,0,0,0,0.061,0.236,0.500,0.780,0.910
IL10RB,IL20RA,9606.ENSP00000290200,9606.ENSP00000314976,0,0,0,0.646,0,0,0.800,0.987,0.997
IL10RB,JAK1,9606.ENSP00000290200,9606.ENSP00000499900,0,0,0,0,0.102,0.046,0.900,0.986,0.998
IL11,OSM,9606.ENSP00000264563,9606.ENSP00000215781,0,0,0,0,0.067,0,0,0.934,0.936
IL11,IL2RB,9606.ENSP00000264563,9606.ENSP00000216223,0,0,0,0,0,0,0.650,0.260,0.730
IL11,EPOR,9606.ENSP00000264563,9606.ENSP00000222139,0,0,0,0,0,0,0.650,0.243,0.723
IL11,CSF3,9606.ENSP00000264563,9606.ENSP00000225474,0,0,0,0,0.169,0,0,0.665,0.709
IL11,NFKB1,9606.ENSP00000264563,9606.ENSP00000226574,0,0,0,0,0,0,0,0.411,0.411
IL11,IL2,9606.ENSP00000264563,9606.ENSP00000226730,0,0,0,0,0.088,0,0,0.722,0.735
IL11,IL10RA,9606.ENSP00000264563,9606.ENSP00000227752,0,0,0,0,0,0,0.650,0.290,0.740
IL11,IFNG,9606.ENSP00000264563,9606.ENSP00000229135,0,0,0,0,0,0,0,0.674,0.674
IL11,IL4,9606.ENSP00000264563,9606.ENSP00000231449,0,0,0,0,0.114,0,0,0.635,0.663
IL11,IL5,9606.ENSP00000264563,9606.ENSP00000231454,0,0,0,0,0.102,0,0,0.708,0.726
IL11,IL9R,9606.ENSP00000264563,9606.ENSP00000244174,0,0,0,0,0,0,0.650,0.198,0.707
IL11,LIF,9606.ENSP00000264563,9606.ENSP00000249075,0,0,0,0,0.211,0,0,0.918,0.932
IL11,EPO,9606.ENSP00000264563,9606.ENSP00000252723,0,0,0,0,0,0,0,0.575,0.575
IL11,PDGFRA,9606.ENSP00000264563,9606.ENSP00000257290,0,0,0,0,0.044,0,0.650,0.246,0.725
IL11,PDGFRB,9606.ENSP00000264563,9606.ENSP00000261799,0,0,0,0,0,0,0.650,0.248,0.725
IL11,IL12RB2,9606.ENSP00000264563,9606.ENSP00000262345,0,0,0,0,0,0,0.650,0.286,0.739
IL11,IL27RA,9606.ENSP00000264563,9606.ENSP00000263379,0,0,0,0,0,0,0.650,0.446,0.798
IL11,IL7,9606.ENSP00000264563,9606.ENSP00000263851,0,0,0,0,0,0,0,0.756,0.756
IL11,EGF,9606.ENSP00000264563,9606.ENSP00000265171,0,0,0,0,0,0,0,0.480,0.480
IL11,FOS,9606.ENSP00000264563,9606.ENSP00000306245,0,0,0,0,0.086,0.226,0,0.348,0.498
IL11,STAT6,9606.ENSP00000264563,9606.ENSP00000300134,0,0,0,0,0,0,0,0.514,0.514
IL11,PRL,9606.ENSP00000264563,9606.ENSP00000302150,0,0,0,0,0.042,0,0,0.546,0.547
IL11,IFNA1,9606.ENSP00000264563,9606.ENSP00000276927,0,0,0,0,0,0,0,0.549,0.549
IL11,IL15,9606.ENSP00000264563,9606.ENSP00000296545,0,0,0,0,0,0,0,0.590,0.590
IL11,IL20RA,9606.ENSP00000264563,9606.ENSP00000314976,0,0,0,0,0,0,0.650,0.175,0.698
IL11,IFNGR1,9606.ENSP00000264563,9606.ENSP00000356713,0,0,0,0,0,0,0.650,0.179,0.700
IL11,IL5RA,9606.ENSP00000264563,9606.ENSP00000412209,0,0,0,0,0,0,0.650,0.183,0.701
IL11,IL22RA2,9606.ENSP00000264563,9606.ENSP00000296980,0,0,0,0,0,0,0.650,0.202,0.709
IL11,STAT3,9606.ENSP00000264563,9606.ENSP00000264657,0,0,0,0,0,0,0,0.717,0.717
IL11,CSF2,9606.ENSP00000264563,9606.ENSP00000296871,0,0,0,0,0.200,0,0,0.663,0.718
IL11,IL22RA1,9606.ENSP00000264563,9606.ENSP00000270800,0,0,0,0,0,0,0.650,0.229,0.718
IL11,IFNAR1,9606.ENSP00000264563,9606.ENSP00000270139,0,0,0,0,0,0,0.650,0.301,0.744
IL11,IL10RB,9606.ENSP00000264563,9606.ENSP00000290200,0,0,0,0,0,0,0.650,0.311,0.748
IL11,IL13,9606.ENSP00000264563,9606.ENSP00000304915,0,0,0,0,0.121,0,0,0.742,0.763
IL11,IL9,9606.ENSP00000264563,9606.ENSP00000274520,0,0,0,0,0.098,0,0,0.750,0.764
IL11,IL3,9606.ENSP00000264563,9606.ENSP00000296870,0,0,0,0,0.108,0,0,0.813,0.826
IL11,JAK1,9606.ENSP00000264563,9606.ENSP00000499900,0,0,0,0,0,0,0.500,0.687,0.837
IL11,CTF1,9606.ENSP00000264563,9606.ENSP00000279804,0,0,0,0,0,0,0,0.846,0.846
IL11,EGFR,9606.ENSP00000264563,9606.ENSP00000275493,0,0,0,0,0,0,0.650,0.639,0.868
IL11,OSMR,9606.ENSP00000264563,9606.ENSP00000274276,0,0,0.249,0,0.067,0,0.650,0.845,0.956
IL11,IL6ST,9606.ENSP00000264563,9606.ENSP00000370698,0,0,0,0,0,0.287,0.900,0.971,0.997
IL12A,IL2RB,9606.ENSP00000303231,9606.ENSP00000216223,0,0,0,0,0.047,0,0.650,0.082,0.667
IL12A,EPOR,9606.ENSP00000303231,9606.ENSP00000222139,0,0,0,0,0,0,0.650,0,0.650
IL12A,CSF3,9606.ENSP00000303231,9606.ENSP00000225474,0,0,0,0,0.114,0,0.400,0.104,0.482
IL12A,IL10RA,9606.ENSP00000303231,9606.ENSP00000227752,0,0,0,0,0,0,0.650,0.117,0.677
IL12A,IL23A,9606.ENSP00000303231,9606.ENSP00000228534,0,0,0,0,0.061,0,0,0.395,0.408
IL12A,IFNG,9606.ENSP00000303231,9606.ENSP00000229135,0,0,0,0,0.159,0,0,0.385,0.461
IL12A,IL12B,9606.ENSP00000303231,9606.ENSP00000231228,0,0,0,0,0.062,0.977,0.900,0.878,0.999
IL12A,IL9R,9606.ENSP00000303231,9606.ENSP00000244174,0,0,0,0,0,0,0.650,0,0.650
IL12A,LIF,9606.ENSP00000303231,9606.ENSP00000249075,0,0,0,0,0.124,0,0.400,0,0.452
IL12A,PDGFRA,9606.ENSP00000303231,9606.ENSP00000257290,0,0,0,0,0,0,0.650,0.051,0.653
IL12A,PDGFRB,9606.ENSP00000303231,9606.ENSP00000261799,0,0,0,0,0,0,0.650,0.051,0.653
IL12A,IL12RB2,9606.ENSP00000303231,9606.ENSP00000262345,0,0,0,0,0.049,0.363,0.900,0.590,0.971
IL12A,IL27RA,9606.ENSP00000303231,9606.ENSP00000263379,0,0,0,0,0,0,0.650,0.186,0.702
IL12A,STAT3,9606.ENSP00000303231,9606.ENSP00000264657,0,0,0,0,0,0,0.500,0.158,0.561
IL12A,IFNAR1,9606.ENSP00000303231,9606.ENSP00000270139,0,0,0,0,0,0,0.650,0.138,0.685
IL12A,IL22RA1,9606.ENSP00000303231,9606.ENSP00000270800,0,0,0.229,0,0,0,0.650,0,0.718
IL12A,OSMR,9606.ENSP00000303231,9606.ENSP00000274276,0,0,0,0,0.044,0,0.650,0,0.651
IL12A,EGFR,9606.ENSP00000303231,9606.ENSP00000275493,0,0,0,0,0,0,0.650,0,0.650
IL12A,IL10RB,9606.ENSP00000303231,9606.ENSP00000290200,0,0,0,0,0,0,0.650,0.073,0.661
IL12A,CSF2,9606.ENSP00000303231,9606.ENSP00000296871,0,0,0,0,0.125,0,0.400,0.239,0.566
IL12A,IL22RA2,9606.ENSP00000303231,9606.ENSP00000296980,0,0,0,0,0,0,0.650,0,0.650
IL12A,JAK1,9606.ENSP00000303231,9606.ENSP00000499900,0,0,0,0,0,0,0.500,0.129,0.546
IL12A,IL13,9606.ENSP00000303231,9606.ENSP00000304915,0,0,0,0,0.106,0,0.400,0.228,0.550
IL12A,IL20RA,9606.ENSP00000303231,9606.ENSP00000314976,0,0,0,0,0,0,0.650,0,0.650
IL12A,IL5RA,9606.ENSP00000303231,9606.ENSP00000412209,0,0,0,0,0.103,0,0.650,0.087,0.688
IL12A,IL6ST,9606.ENSP00000303231,9606.ENSP00000370698,0,0,0,0,0,0,0.650,0.186,0.702
IL12A,IFNGR1,9606.ENSP00000303231,9606.ENSP00000356713,0,0,0,0,0,0,0.650,0.204,0.709
IL12B,IL2RB,9606.ENSP00000231228,9606.ENSP00000216223,0,0,0,0,0.063,0,0.650,0.084,0.673
IL12B,EPOR,9606.ENSP00000231228,9606.ENSP00000222139,0,0,0,0,0,0,0.650,0,0.650
IL12B,CSF3,9606.ENSP00000231228,9606.ENSP00000225474,0,0,0,0,0.162,0,0.400,0.318,0.627
IL12B,IL2,9606.ENSP00000231228,9606.ENSP00000226730,0,0,0,0,0.136,0,0,0.392,0.453
IL12B,IL10RA,9606.ENSP00000231228,9606.ENSP00000227752,0,0,0,0,0.047,0,0.650,0.170,0.699
IL12B,IL23A,9606.ENSP00000231228,9606.ENSP00000228534,0,0,0,0,0.132,0.981,0.900,0.649,0.999
IL12B,IFNG,9606.ENSP00000231228,9606.ENSP00000229135,0,0,0.375,0,0.197,0,0,0.523,0.740
IL12B,IL15,9606.ENSP00000231228,9606.ENSP00000296545,0,0,0,0,0.082,0,0,0.376,0.403
IL12B,IL9,9606.ENSP00000231228,9606.ENSP00000274520,0,0,0,0,0.129,0,0,0.351,0.411
IL12B,IL4,9606.ENSP00000231228,9606.ENSP00000231449,0,0,0,0,0.056,0,0,0.410,0.420
IL12B,LIF,9606.ENSP00000231228,9606.ENSP00000249075,0,0,0,0,0.090,0,0.400,0.070,0.448
IL12B,JAK1,9606.ENSP00000231228,9606.ENSP00000499900,0,0,0,0,0.055,0,0.500,0.134,0.555
IL12B,IL13,9606.ENSP00000231228,9606.ENSP00000304915,0,0,0,0,0.058,0,0.400,0.354,0.603
IL12B,STAT3,9606.ENSP00000231228,9606.ENSP00000264657,0,0,0,0,0.099,0,0.500,0.238,0.627
IL12B,IL9R,9606.ENSP00000231228,9606.ENSP00000244174,0,0,0,0,0,0,0.650,0,0.650
IL12B,OSMR,9606.ENSP00000231228,9606.ENSP00000274276,0,0,0,0,0,0,0.650,0,0.650
IL12B,IL20RA,9606.ENSP00000231228,9606.ENSP00000314976,0,0,0,0,0,0,0.650,0,0.650
IL12B,IL22RA1,9606.ENSP00000231228,9606.ENSP00000270800,0,0,0,0,0,0,0.650,0,0.650
IL12B,CSF2,9606.ENSP00000231228,9606.ENSP00000296871,0,0,0,0,0.167,0,0.400,0.361,0.653
IL12B,EGFR,9606.ENSP00000231228,9606.ENSP00000275493,0,0,0,0,0.076,0,0.650,0.051,0.666
IL12B,PDGFRB,9606.ENSP00000231228,9606.ENSP00000261799,0,0,0,0,0.074,0,0.650,0.074,0.673
IL12B,IL5RA,9606.ENSP00000231228,9606.ENSP00000412209,0,0,0,0,0.092,0,0.650,0.057,0.674
